"STUID","State","District","Gender","Age","Category","Same.language","Siblings","Handicap","Father.edu","Mother.edu","Father.occupation","Mother.occupation","Below.poverty","Use.calculator","Use.computer","Use.Internet","Use.dictionary","Read.other.books","X..Books","Distance","Computer.use","Library.use","Like.school","Subjects","Give.Lang.HW","Give.Math.HW","Give.Scie.HW","Give.SoSc.HW","Correct.Lang.HW","Correct.Math.HW","Correct.Scie.HW","Correct.SocS.HW","Help.in.Study","Private.tuition","English.is.difficult","Read.English","Dictionary.to.learn","Answer.English.WB","Answer.English.aloud","Maths.is.difficult","Solve.Maths","Solve.Maths.in.groups","Draw.geometry","Explain.answers","SocSci.is.difficult","Historical.excursions","Participate.in.SocSci","Small.groups.in.SocSci","Express.SocSci.views","Science.is.difficult","Observe.experiments","Conduct.experiments","Solve.science.problems","Express.science.views","Watch.TV","Read.magazine","Read.a.book","Play.games","Help.in.household","Maths..","Reading..","Science..","Social.."
26131232002,"Maharashtra",13,"Boy","13 years",4,2,"2 siblings","","Primary","Secondary","","Unemployed","No","","","","","Yes","1-10 books","","Once in a week","More than once in a week","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Neither","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Never","Every day","Every day",42.11,79.31,NA,NA
26131232003,"Maharashtra",13,"Girl","14 years",2,1,"3 siblings","","Illiterate","Illiterate","Farmer","Farmer","Yes","","","","","","No books","Up to 1 km","Once in a week","More than once in a week","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Neither","No","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Never","Every day","Every day",NA,NA,27.27,28.57
26131232004,"Maharashtra",13,"Girl","13 years",1,1,"4+ siblings","","Illiterate","Illiterate","","","No","","","","","Yes","1-10 books","Up to 1 km","Once in a week","More than once in a week","Yes","Social Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","yes","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Every day","Once a week","Never","Every day","Every day",NA,NA,34.55,20.41
26131232005,"Maharashtra",13,"Girl","13 years",1,1,"3 siblings","","Sr secondary","Secondary","Skilled Worker","","","","","","","Yes","1-10 books","Up to 1 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Neither","No","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Neither","Once a week","Once a week","Never","Once a week","Every day",23.73,46.67,NA,NA
26131232006,"Maharashtra",13,"Girl","14 years",1,1,"1 sibling","","Illiterate","Illiterate","Labourer","","No","","","","","Yes","","1-3 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Once a week","Once a week","Never","Once a week","Every day",17.54,58.62,NA,NA
26131232007,"Maharashtra",13,"Girl","13 years",2,1,"Single child","","Sr secondary","Secondary","","Farmer","No","Yes","No","No","No","Yes","1-10 books","1-3 km","Once in a week","More than once in a week","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Never","Once a month","Never","Once a week","Every day",NA,NA,30.91,46.94
26131232008,"Maharashtra",13,"Girl","14 years",2,1,"4+ siblings","","Primary","Illiterate","","","Yes","","","","","Yes","1-10 books","Up to 1 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Every day","Every day","Never","Every day","Every day",NA,NA,40,36.73
26131232009,"Maharashtra",13,"Boy","14 years",2,1,"3 siblings","","Primary","Illiterate","Farmer","Farmer","Yes","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Once a week","Once a week","Every day","Every day","Every day",38.98,70,NA,NA
26131232010,"Maharashtra",13,"Girl","13 years",1,1,"2 siblings","","Degree & above","Sr secondary","","","No","No","No","No","Yes","Yes","25+ books","Up to 1 km","Once in a week","More than once in a week","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Never","Every day","Every day",33.33,86.21,NA,NA
26131232011,"Maharashtra",13,"Girl","14 years",2,1,"3 siblings","","Secondary","Illiterate","Skilled Worker","","Yes","Yes","No","No","No","Yes","1-10 books","Up to 1 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Every day","Once a week","Never","Every day","Every day",NA,NA,41.82,42.86
26131232012,"Maharashtra",13,"Girl","13 years",2,1,"1 sibling","","Secondary","Secondary","Farmer","Farmer","No","","","","","Yes","1-10 books","3-5 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Never","Never","Never","Every day","Every day",NA,NA,38.18,22.45
26131232013,"Maharashtra",13,"Girl","13 years",1,1,"4+ siblings","","Illiterate","Illiterate","Farmer","","No","No","No","No","Yes","","No books","Up to 1 km","Once in a week","More than once in a week","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Neither","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Neither","Disagree","Agree","Neither","Every day","Every day","Never","Every day","Every day",20.34,41.38,NA,NA
26131232014,"Maharashtra",13,"Girl","14 years",2,1,"1 sibling","","Illiterate","Illiterate","Farmer","Unemployed","No","Yes","No","No","Yes","Yes","1-10 books","More than 5 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","Yes","Neither","No","Disagree","Neither","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Neither","Agree","Disagree","Agree","Every day","Never","Never","Once a week","Every day",NA,20.69,NA,30.61
26131232015,"Maharashtra",13,"Girl","13 years",2,1,"2 siblings","","Primary","Primary","Farmer","Farmer","No","No","No","No","Yes","Yes","1-10 books","1-3 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Never","Every day","Every day",NA,NA,43.64,57.14
26131232016,"Maharashtra",13,"Girl","13 years",2,1,"1 sibling","","Primary","Illiterate","Farmer","Farmer","Yes","No","No","No","Yes","Yes","1-10 books","1-3 km","Once in a week","More than once in a week","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Every day","Every day","Never","Every day","Every day",NA,NA,38.18,40.82
26131232017,"Maharashtra",13,"Girl","14 years",2,1,"2 siblings","","Illiterate","Illiterate","Farmer","Farmer","No","","","","","","1-10 books","More than 5 km","Never use","Never use","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","Neither","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neither","Agree","Agree","Agree","Agree","Neither","Neither","Neither","Neither","Neither","Every day","Every day","Never","Every day","Every day",30.51,13.33,NA,NA
26131232018,"Maharashtra",13,"Boy","13 years",2,1,"4+ siblings","","Primary","Illiterate","Teacher/Lecturer","","No","Yes","Yes","No","No","Yes","25+ books","Up to 1 km","Never use","","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Never","Never","Never","Yes","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Every day","Every day","Never","Every day","Every day",24.56,51.72,NA,NA
26131232019,"Maharashtra",13,"Boy","15 years",3,1,"2 siblings","","Illiterate","","Farmer","Farmer","No","","","","","Yes","1-10 books","1-3 km","Once in a week","More than once in a week","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","yes","Neither","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Never","Every day","Never","Once a week","Every day",NA,NA,23.64,22.45
26131232020,"Maharashtra",13,"Boy","13 years",2,1,"1 sibling","","Illiterate","Illiterate","Farmer","Farmer","No","No","No","No","Yes","Yes","1-10 books","More than 5 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Never","Once a week","Every day",NA,NA,27.27,30.61
26131232021,"Maharashtra",13,"Boy","14 years",4,1,"1 sibling","","Primary","Primary","Teacher/Lecturer","","No","No","No","No","Yes","Yes","25+ books","Up to 1 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Every day","Never","Once a week","Every day",32.2,70,NA,NA
26131232022,"Maharashtra",13,"Boy","13 years",1,1,"3 siblings","","Illiterate","Illiterate","Unemployed","Labourer","No","","","","","Yes","1-10 books","Up to 1 km","Once in a week","More than once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","yes","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Never","Every day","Every day",19.3,75.86,NA,NA
26131232023,"Maharashtra",13,"Boy","",2,1,"1 sibling","","Primary","Illiterate","Farmer","Farmer","No","","","","","Yes","11-125 books","1-3 km","Once in a week","More than once in a week","","Social Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Neither","Agree","Neither","Once a month","Once a week","Never","Once a week","Every day",NA,NA,38.18,42.86
26131232024,"Maharashtra",13,"Boy","13 years",2,1,"1 sibling","No","Illiterate","Illiterate","Farmer","Farmer","No","Yes","No","No","No","No","No books","More than 5 km","Once in a week","Never use","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Once a week","Never","Never","Every day","Every day",NA,NA,23.64,38.78
26131232025,"Maharashtra",13,"Boy","15 years",2,1,"2 siblings","","Illiterate","Illiterate","Farmer","Farmer","No","No","No","No","Yes","Yes","1-10 books","3-5 km","Daily","More than once in a week","Yes","Science","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","3-4 times a week","No","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Once a week","Once a week","Never","Every day","Every day",23.73,53.33,NA,NA
26131232026,"Maharashtra",13,"Boy","14 years",2,1,"2 siblings","","Illiterate","Illiterate","Farmer","Farmer","Yes","","","","","Yes","1-10 books","1-3 km","Once in a week","More than once in a week","Yes","Mathematics","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","3-4 times a week","3-4 times a week","No","No","Disagree","yes","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Once a month","Once a week","Never","Once a week","Every day",29.82,44.83,NA,NA
